id_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,surface_reelle_bati,nombre_pieces_principales,longitude,latitude
2022-1393495,491700.0,5.0,AV THEOPHILE GAUTIER,75016.0,46.0,2.0,2.275057,48.85084
2022-1393497,380500.0,163.0,BD LEFEBVRE,75015.0,41.0,2.0,2.300925,48.829066
2022-1393500,435000.0,38.0,RUE DAREAU,75014.0,43.0,2.0,2.335615,48.830623
2022-1393503,530000.0,16.0,RUE NICOLO,75016.0,35.0,2.0,2.280408,48.858964
2022-1393504,255000.0,20.0,RUE LOUIS BONNET,75011.0,34.0,2.0,2.376975,48.871617
2022-1393505,1950760.0,87.0,RUE DU RANELAGH,75016.0,115.0,5.0,2.270624,48.85523
2022-1393506,66000.0,16.0,RUE LAURISTON,75016.0,65.0,2.0,2.292264,48.871882
2022-1393507,705600.0,8.0,RUE DE LA CHAISE,75007.0,41.0,5.0,2.327044,48.853635
2022-1393508,345000.0,10.0,RUE DE LANNEAU,75005.0,21.0,2.0,2.346601,48.848456
2022-1393509,300300.0,7.0,RUE PETION,75011.0,29.0,2.0,2.381389,48.858446
2022-1393510,905000.0,41.0,RUE DE VOUILLE,75015.0,99.0,4.0,2.307819,48.83442
2022-1393512,463000.0,247.0,RUE DE VAUGIRARD,75015.0,50.0,2.0,2.304863,48.840222
2022-1393513,720000.0,41.0,RUE DU CHERCHE-MIDI,75006.0,37.0,3.0,2.326236,48.849174
2022-1393514,142000.0,6.0,RUE ALFRED DEHODENCQ,75016.0,12.0,1.0,2.271469,48.861306
2022-1393515,205000.0,26.0,RUE VASCO DE GAMA,75015.0,20.0,1.0,2.281445,48.836861
2022-1393516,187300.0,10.0,RUE BORROMEE,75015.0,14.0,2.0,2.304682,48.841513
2022-1393517,400.0,33.0,RUE SPONTINI,75016.0,28.0,1.0,2.277815,48.868489
2022-1393517,400.0,33.0,RUE SPONTINI,75016.0,48.0,1.0,2.277815,48.868489
2022-1393517,400.0,33.0,RUE SPONTINI,75016.0,65.0,3.0,2.277815,48.868489
2022-1393518,251000.0,39.0,RUE DE PLAISANCE,75014.0,23.0,2.0,2.318484,48.833102
2022-1393519,281305.0,106.0,RUE DU THEATRE,75015.0,25.0,2.0,2.294353,48.846139
2022-1393521,312000.0,121.0,AV D ITALIE,75013.0,35.0,1.0,2.359413,48.821917
2022-1393522,258000.0,16.0,CITE POPINCOURT,75011.0,24.0,2.0,2.375394,48.862502
2022-1393523,280000.0,171.0,RUE LECOURBE,75015.0,40.0,2.0,2.297878,48.840741
2022-1393524,150000.0,22.0,RUE PAUL VALERY,75016.0,34.0,1.0,2.289752,48.870825
2022-1393525,243400.0,17.0,RUE JOUVENET,75016.0,24.0,1.0,2.265446,48.842251
2022-1393530,559380.0,29.0,RUE LAURISTON,75016.0,45.0,2.0,2.291822,48.870842
2022-1393531,376350.0,4.0,VLA DE LA CROIX NIVERT,75015.0,33.0,2.0,2.299298,48.846104
2022-1393533,435000.0,172.0,AV DE CHOISY,75013.0,49.0,2.0,2.357395,48.83038
2022-1393535,390000.0,35.0,BD DE BELLEVILLE,75011.0,50.0,2.0,2.380374,48.868411
2022-1393536,675000.0,15.0,RUE SAINT BERNARD,75011.0,28.0,2.0,2.381174,48.851564
2022-1393536,675000.0,15.0,RUE SAINT BERNARD,75011.0,30.0,2.0,2.381174,48.851564
2022-1393537,262700.0,21.0,RUE VAUGELAS,75015.0,29.0,2.0,2.294113,48.833832
2022-1393538,305970.0,171.0,AV DU MAINE,75014.0,11.0,1.0,2.325702,48.831609
2022-1393538,305970.0,171.0,AV DU MAINE,75014.0,10.0,1.0,2.325702,48.831609
2022-1393540,1000000.0,4.0,RUE LACEPEDE,75005.0,69.0,3.0,2.354444,48.843893
2022-1393541,150000.0,12.0,RUE POPINCOURT,75011.0,14.0,1.0,2.378086,48.857635
2022-1393542,580000.0,47.0,AV DU DOC ARNOLD NETTER,75012.0,65.0,3.0,2.404375,48.844133
2022-1393543,190000.0,92.0,RUE DE LA PROCESSION,75015.0,22.0,1.0,2.311395,48.835449
2022-1393544,635650.0,38.0,RUE GODEFROY CAVAIGNAC,75011.0,57.0,3.0,2.380765,48.856366
2022-1393545,241000.0,81.0,RUE LEBLANC,75015.0,25.0,2.0,2.277721,48.8372
2022-1393546,810000.0,10.0,RUE PINEL,75013.0,77.0,3.0,2.360005,48.834139
2022-1393547,305000.0,14.0,RUE DE REIMS,75013.0,21.0,1.0,2.370821,48.828364
2022-1393549,345120.0,18.0,CITE JOLY,75011.0,15.0,1.0,2.382873,48.862999
2022-1393550,480000.0,28.0,RUE CORVISART,75013.0,44.0,3.0,2.347001,48.832208
2022-1393551,330000.0,55.0,RUE BONAPARTE,75006.0,18.0,1.0,2.333261,48.852168
2022-1393553,233500.0,140.0,RUE LECOURBE,75015.0,13.0,1.0,2.300277,48.842124
2022-1393554,215000.0,31.0,BD DE MENILMONTANT,75011.0,16.0,1.0,2.387947,48.860344
2022-1393555,606122.5,3.0,RUE ANTOINE HAJJE,75015.0,50.0,2.0,2.285801,48.846176
2022-1393557,375000.0,5.0,RUE DU DOCTEUR GOUJON,75012.0,40.0,2.0,2.397714,48.840073
2022-1393558,1303100.0,115.0,RUE DE VAUGIRARD,75015.0,56.0,2.0,2.319419,48.84452
2022-1393559,3576940.0,38.0,RUE DE VARENNE,75007.0,130.0,4.0,2.323399,48.854291
2022-1393560,471220.0,92.0,RUE DU DESSOUS DES BERGES,75013.0,45.0,3.0,2.37232,48.829439
2022-1393561,845000.0,9.0,RUE FABRE D EGLANTINE,75012.0,40.0,2.0,2.395041,48.846584
2022-1393561,845000.0,9.0,RUE FABRE D EGLANTINE,75012.0,40.0,2.0,2.395041,48.846584
2022-1393562,466000.0,45.0,BD GARIBALDI,75015.0,49.0,2.0,2.307384,48.846583
2022-1393563,1400000.0,3.0,RUE GEORGE BERNARD SHAW,75015.0,99.0,3.0,2.293176,48.852566
2022-1393564,303000.0,172.0,RUE RAYMOND LOSSERAND,75014.0,35.0,2.0,2.309562,48.830021
2022-1393566,500000.0,7.0,RUE MICHEL PETER,75013.0,42.0,3.0,2.353664,48.836692
2022-1393567,284000.0,18.0,RUE MORET,75011.0,33.0,2.0,2.379576,48.867264
2022-1393568,797080.0,42.0,RUE DE DANTZIG,75015.0,74.0,3.0,2.297768,48.833197
2022-1393569,215000.0,15.0,RUE DE LA GAITE,75014.0,22.0,2.0,2.324315,48.840049
2022-1393570,601150.0,3.0,RUE SERRET,75015.0,50.0,3.0,2.289226,48.841269
2022-1393571,185000.0,58.0,AV DE CHOISY,75013.0,29.0,2.0,2.362836,48.823395
2022-1393572,705500.0,4.0,RUE SAINT HUBERT,75011.0,59.0,2.0,2.379579,48.863611
2022-1393573,374622.0,3.0,RUE NICOLAS HOUEL,75005.0,36.0,2.0,2.362185,48.842014
2022-1393574,650000.0,5.0,RUE TITIEN,75013.0,48.0,2.0,2.358002,48.835982
2022-1393575,585000.0,23.0,RUE DES PLANTES,75014.0,85.0,4.0,2.323869,48.829966
2022-1393577,236000.0,212.0,RUE LECOURBE,75015.0,24.0,1.0,2.294532,48.840287
2022-1393578,820000.0,16.0,AV DE BOUVINES,75011.0,88.0,4.0,2.396994,48.850664
2022-1393579,1460000.0,22.0,AV DE SAXE,75007.0,32.0,1.0,2.307975,48.849288
2022-1393579,1460000.0,22.0,AV DE SAXE,75007.0,82.0,3.0,2.307975,48.849288
2022-1393581,268000.0,256.0,RUE DE CHARENTON,75012.0,41.0,2.0,2.390572,48.837549
2022-1393582,4040200.0,48.0,AV DUQUESNE,75007.0,61.0,1.0,2.313224,48.849367
2022-1393582,4040200.0,48.0,AV DUQUESNE,75007.0,109.0,3.0,2.313224,48.849367
2022-1393583,255000.0,69.0,RUE BARRAULT,75013.0,32.0,1.0,2.347407,48.82429
2022-1393585,99950.0,6.0,RUE JULES VALLES,75011.0,9.0,1.0,2.385537,48.853105
2022-1393586,1253200.0,296.0,RUE DE CHARENTON,75012.0,107.0,4.0,2.392124,48.835455
2022-1393588,1450000.0,1.0,RUE HUYSMANS,75006.0,87.0,4.0,2.329947,48.846071
2022-1393589,395000.0,37.0,RUE DE LA PROCESSION,75015.0,55.0,3.0,2.307753,48.83802
2022-1393590,180000.0,19.0,RUE THEODORE DECK,75015.0,30.0,2.0,2.289913,48.837227
2022-1393591,430000.0,29.0,RUE BOUSSINGAULT,75013.0,56.0,3.0,2.343657,48.823909
2022-1393592,202000.0,35.0,RUE BEAUNIER,75014.0,17.0,2.0,2.328676,48.824218
2022-1393593,220800.0,79.0,RUE DESNOUETTES,75015.0,20.0,1.0,2.284796,48.83477
2022-1393594,340000.0,19.0,RUE DE REUILLY,75012.0,31.0,2.0,2.386112,48.848757
2022-1393595,361000.0,25.0,RUE ERARD,75012.0,40.0,2.0,2.386138,48.846672
2022-1393596,221900.0,153.0,RUE SAINT CHARLES,75015.0,17.0,1.0,2.282425,48.842463
2022-1393597,1335000.0,8.0,RUE BEZOUT,75014.0,120.0,5.0,2.33199,48.829339
2022-1393599,798000.0,24.0,BD SAINT JACQUES,75014.0,81.0,4.0,2.339911,48.832935
2022-1393600,320000.0,87.0,RUE SAINT MAUR,75011.0,30.0,1.0,2.37774,48.863958
2022-1393601,260000.0,11.0,RUE VASCO DE GAMA,75015.0,27.0,2.0,2.282433,48.837763
2022-1393602,127500.0,2.0,VLA ROBERT LINDET,75015.0,15.0,1.0,2.296616,48.834003
2022-1393604,604000.0,35.0,RUE DE LA TOMBE ISSOIRE,75014.0,59.0,3.0,2.335315,48.831285
2022-1393605,1499343.0,157.0,AV DE MALAKOFF,75016.0,86.0,3.0,2.283047,48.876195
2022-1393606,400000.0,11.0,PL ADOLPHE CHERIOUX,75015.0,38.0,2.0,2.301447,48.840247
2022-1393607,343000.0,39.0,RUE DE LOURMEL,75015.0,36.0,2.0,2.290368,48.847705
2022-1393608,215000.0,86.0,BD EXELMANS,75016.0,24.0,1.0,2.260025,48.843672
2022-1393609,510250.0,1.0,RUE VESALE,75005.0,38.0,2.0,2.353613,48.838191
2022-1393610,292305.0,6.0,RUE SCIPION,75005.0,22.0,1.0,2.354114,48.838378
2022-1393611,307300.0,43.0,RUE GUTENBERG,75015.0,26.0,2.0,2.281236,48.843839
2022-1393612,413510.0,2.0,RUE DUMERIL,75013.0,43.0,2.0,2.356853,48.838088
2022-1393613,1357282.0,24.0,RUE DE MONTTESSUY,75007.0,90.0,5.0,2.298075,48.859534
2022-1393614,258000.0,59.0,RUE CASTAGNARY,75015.0,34.0,2.0,2.308242,48.832412
2022-1393615,195840.0,23.0,BD DE GRENELLE,75015.0,27.0,1.0,2.29091,48.853717
2022-1393617,510000.0,177.0,RUE D ALESIA,75014.0,60.0,2.0,2.31725,48.830779
2022-1393618,545000.0,4.0,RUE DALOU,75015.0,45.0,3.0,2.314034,48.843033
2022-1393619,340000.0,17.0,AV DES GOBELINS,75005.0,38.0,2.0,2.351824,48.837571
2022-1393620,240000.0,52.0,RUE DU RENDEZ VOUS,75012.0,30.0,1.0,2.40205,48.846605
2022-1393621,1210000.0,8.0,BD VOLTAIRE,75011.0,90.0,5.0,2.366363,48.86571
2022-1393622,900000.0,9.0,RUE YVON VILLARCEAU,75016.0,20.0,1.0,2.287721,48.868747
2022-1393624,390000.0,39.0,RUE OCTAVE FEUILLET,75016.0,30.0,3.0,2.269752,48.862746
2022-1393625,723000.0,82.0,RUE DE LA FAISANDERIE,75016.0,72.0,2.0,2.274371,48.867182
2022-1393626,2150000.0,52.0,AV FOCH,75016.0,168.0,3.0,2.283709,48.873556
2022-1393627,667000.0,10.0,RUE DU CHAROLAIS,75012.0,71.0,3.0,2.387713,48.84002
2022-1393628,330000.0,25.0,RUE DE LA ROQUETTE,75011.0,38.0,2.0,2.372599,48.855271
2022-1393629,650000.0,75.0,RUE DE LA CROIX NIVERT,75015.0,56.0,3.0,2.296473,48.843945
2022-1393630,640000.0,2.0,RUE THIBAUD,75014.0,70.0,4.0,2.327937,48.829813
2022-1393631,413000.0,50.0,RUE VANEAU,75007.0,26.0,2.0,2.318752,48.851035
2022-1393633,93000.0,4.0,RUE SAINT YVES,75014.0,10.0,1.0,2.334216,48.825841
2022-1393634,935000.0,77.0,AV PARMENTIER,75011.0,74.0,3.0,2.374474,48.864618
2022-1393635,1500000.0,50.0,RUE VITAL,75016.0,111.0,5.0,2.27734,48.858322
2022-1393637,288000.0,17.0,RUE CELS,75014.0,40.0,2.0,2.323934,48.836563
2022-1393639,363200.0,11.0,RUE FRANCIS DE PRESSENSE,75014.0,37.0,3.0,2.316859,48.833891
2022-1393640,315000.0,16.0,RUE ERNEST RENAN,75015.0,28.0,2.0,2.309612,48.843335
2022-1393641,964600.0,43.0,AV DE LA REPUBLIQUE,75011.0,89.0,5.0,2.375071,48.865485
2022-1393642,762000.0,9.0,RUE SAINT SULPICE,75006.0,56.0,2.0,2.3377,48.851323
2022-1393643,194000.0,20.0,RUE EMILE DUBOIS,75014.0,19.0,1.0,2.33636,48.832073
2022-1393644,744500.0,97.0,RUE DE LA TOMBE ISSOIRE,75014.0,84.0,4.0,2.33244,48.826459
2022-1393645,1250000.0,177.0,RUE DU FBG ST ANTOINE,75011.0,73.0,1.0,2.380956,48.850652
2022-1393646,315000.0,60.0,RUE EMERIAU,75015.0,35.0,1.0,2.284506,48.848477
2022-1393647,325000.0,39.0,AV DUQUESNE,75007.0,35.0,2.0,2.311083,48.851413
2022-1393649,285000.0,25.0,RUE D ALEMBERT,75014.0,27.0,1.0,2.333153,48.829185
2022-1393650,213000.0,98.0,RUE JEAN PIERRE TIMBAUD,75011.0,18.0,1.0,2.378547,48.86741
2022-1393651,333440.0,20.0,RUE ERNEST LACOSTE,75012.0,12.0,1.0,2.403953,48.835172
2022-1393651,333440.0,20.0,RUE ERNEST LACOSTE,75012.0,13.0,1.0,2.403953,48.835172
2022-1393651,333440.0,20.0,RUE ERNEST LACOSTE,75012.0,14.0,1.0,2.403953,48.835172
2022-1393651,333440.0,20.0,RUE ERNEST LACOSTE,75012.0,14.0,1.0,2.403953,48.835172
2022-1393652,455020.0,27.0,RUE BENARD,75014.0,48.0,2.0,2.322269,48.831481
2022-1393653,950000.0,4.0,RUE DE VARENNE,75007.0,18.0,1.0,2.326809,48.853335
2022-1393653,950000.0,6.0,RUE DE VARENNE,75007.0,50.0,3.0,2.326809,48.853335
2022-1393653,950000.0,4.0,RUE DE VARENNE,75007.0,18.0,1.0,2.326809,48.853335
2022-1393655,219513.0,17.0,RUE MORET,75011.0,20.0,2.0,2.378801,48.867424
2022-1393656,263200.0,87.0,RUE SAINT MAUR,75011.0,25.0,1.0,2.37774,48.863958
2022-1393657,936600.0,1.0,RUE DES VOLONTAIRES,75015.0,68.0,4.0,2.30665,48.843603
2022-1393658,252900.0,112.0,RUE DE SEVRES,75015.0,18.0,1.0,2.312198,48.845739
2022-1393659,1000000.0,10.0,RUE EMILE DUCLAUX,75015.0,80.0,3.0,2.308326,48.842667
2022-1393660,2408400.0,14.0,RUE GUISARDE,75006.0,38.0,2.0,2.334101,48.851968
2022-1393660,2408400.0,14.0,RUE GUISARDE,75006.0,39.0,1.0,2.334101,48.851968
2022-1393660,2408400.0,14.0,RUE GUISARDE,75006.0,42.0,1.0,2.334101,48.851968
2022-1393660,2408400.0,14.0,RUE GUISARDE,75006.0,39.0,2.0,2.334101,48.851968
2022-1393661,666000.0,71.0,RUE DE SEVRES,75006.0,48.0,2.0,2.323611,48.849749
2022-1393662,815000.0,101.0,RUE DE LA FAISANDERIE,75016.0,76.0,3.0,2.274833,48.866384
2022-1393663,305000.0,33.0,RUE TAINE,75012.0,32.0,2.0,2.39343,48.838973
2022-1393664,235000.0,18.0,BD VINCENT AURIOL,75013.0,22.0,1.0,2.371922,48.837029
2022-1393665,250000.0,3.0,RUE DES EAUX,75016.0,32.0,1.0,2.285431,48.856678
2022-1393666,360000.0,20.0,AV D IVRY,75013.0,52.0,2.0,2.367141,48.823249
2022-1393667,740000.0,147.0,RUE DE BERCY,75012.0,93.0,4.0,2.375948,48.840989
2022-1393668,360000.0,14.0,RUE LE BRUN,75013.0,32.0,1.0,2.354714,48.836703
2022-1393669,2219870.0,62.0,RUE DE LA TOUR,75016.0,190.0,5.0,2.281033,48.860536
2022-1393670,297000.0,17.0,AV PARMENTIER,75011.0,25.0,2.0,2.378001,48.860421
2022-1393671,225000.0,361.0,RUE DE VAUGIRARD,75015.0,22.0,2.0,2.295445,48.836539
2022-1393672,875990.0,102.0,BD RICHARD LENOIR,75011.0,50.0,2.0,2.372061,48.863508
2022-1393673,476150.0,201.0,BD BRUNE,75014.0,51.0,3.0,2.325064,48.823555
2022-1393674,643200.0,37.0,BD DE GRENELLE,75015.0,59.0,3.0,2.291649,48.852132
2022-1393675,2050000.0,6.0,RUE DE BELLECHASSE,75007.0,66.0,3.0,2.324109,48.859883
2022-1393675,2050000.0,6.0,RUE DE BELLECHASSE,75007.0,120.0,5.0,2.324109,48.859883
2022-1393676,893400.0,28.0,RUE DES PEUPLIERS,75013.0,87.0,4.0,2.352341,48.822809
2022-1393677,985000.0,9.0,RUE SURCOUF,75007.0,60.0,3.0,2.309569,48.861628
2022-1393679,70000.0,10.0,RUE POPINCOURT,75011.0,12.0,1.0,2.377701,48.857412
2022-1393680,455850.0,11.0,RUE FERDINAND FABRE,75015.0,45.0,1.0,2.296955,48.838686
2022-1393682,250000.0,9.0,PAS ALEXANDRINE,75011.0,29.0,2.0,2.386961,48.855983
2022-1393683,1630000.0,40.0,RUE DAMESME,75013.0,96.0,2.0,2.355143,48.822661
2022-1393683,1630000.0,40.0,RUE DAMESME,75013.0,27.0,1.0,2.355143,48.822661
2022-1393684,582500.0,99.0,RUE DE SEVRES,75006.0,40.0,1.0,2.321273,48.84818
2022-1393685,920000.0,12.0,RUE DEGAS,75016.0,88.0,2.0,2.274356,48.849152
2022-1393686,580000.0,41.0,RUE FAIDHERBE,75011.0,56.0,3.0,2.382208,48.853547
2022-1393687,825000.0,30.0,PAS THIERE,75011.0,80.0,3.0,2.373708,48.854472
2022-1393688,695000.0,103.0,AV PHILIPPE AUGUSTE,75011.0,83.0,4.0,2.390396,48.856523
2022-1393689,835000.0,89.0,BD AUGUSTE BLANQUI,75013.0,90.0,3.0,2.346278,48.829715
2022-1393690,210000.0,5.0,RUE DU LOING,75014.0,27.0,1.0,2.330153,48.827496
2022-1393691,190000.0,17.0,RUE BELLIER DEDOUVRE,75013.0,19.0,1.0,2.350417,48.825098
2022-1393692,1800000.0,13.0,RUE DE LA COMETE,75007.0,45.0,3.0,2.309445,48.858989
2022-1393692,1800000.0,13.0,RUE DE LA COMETE,75007.0,90.0,5.0,2.309445,48.858989
2022-1393694,297715.0,8.0,RUE DES MARINIERS,75014.0,25.0,1.0,2.311038,48.827433
2022-1393695,305000.0,86.0,RUE SAINT MAUR,75011.0,29.0,1.0,2.378396,48.864919
2022-1393697,790000.0,4.0,RUE LAPLACE,75005.0,45.0,2.0,2.34799,48.847303
2022-1393698,880499.0,1.0,RUE OBERKAMPF,75011.0,79.0,3.0,2.367437,48.862864
2022-1393699,549884.0,24.0,RUE TOURNEFORT,75005.0,45.0,2.0,2.347855,48.842494
2022-1393700,533200.0,29.0,SQ ST CHARLES,75012.0,45.0,2.0,2.389925,48.847186
2022-1393701,305000.0,110.0,RUE DU CHERCHE-MIDI,75006.0,22.0,1.0,2.320639,48.846828
2022-1393702,720000.0,49.0,BD DE PORT-ROYAL,75013.0,56.0,3.0,2.34449,48.837209
2022-1393703,1605000.0,55.0,RUE DE LA FAISANDERIE,75016.0,136.0,4.0,2.276152,48.86853
2022-1393704,282000.0,9.0,AV PARMENTIER,75011.0,35.0,2.0,2.378777,48.859458
2022-1393705,795000.0,82.0,AV PARMENTIER,75011.0,90.0,4.0,2.375514,48.864664
2022-1393706,321000.0,26.0,RUE BOUSSINGAULT,75013.0,30.0,2.0,2.344783,48.824125
2022-1393707,598300.0,21.0,RUE BERTHOLLET,75005.0,31.0,3.0,2.345872,48.838614
2022-1393709,407890.0,74.0,RUE DE SEVRES,75007.0,29.0,1.0,2.318275,48.848124
2022-1393711,263319.5,6.0,RUE PERNETY,75014.0,11.0,1.0,2.320305,48.832859
2022-1393711,263319.5,6.0,RUE PERNETY,75014.0,9.0,1.0,2.320305,48.832859
2022-1393713,700000.0,17.0,SQ ST CHARLES,75012.0,69.0,3.0,2.389925,48.847186
2022-1393715,302000.0,16.0,RUE PASTEUR,75011.0,27.0,1.0,2.376303,48.86216
2022-1393718,100000.0,24.0,RUE GUYTON DE MORVEAU,75013.0,60.0,2.0,2.347252,48.825398
2022-1393719,1148000.0,73.0,AV DE LA REPUBLIQUE,75011.0,99.0,4.0,2.379758,48.864568
2022-1393720,1337500.0,6.0,AV PARMENTIER,75011.0,128.0,5.0,2.379978,48.859127
2022-1393722,445000.0,5.0,RUE DES FOSSES ST JACQUES,75005.0,40.0,2.0,2.343694,48.84603
2022-1393723,1340800.0,18.0,RUE PIERRE GUERIN,75016.0,112.0,4.0,2.266664,48.848894
2022-1393724,190000.0,19.0,RUE DES TROIS BORNES,75011.0,17.0,1.0,2.372489,48.866891
2022-1393725,247000.0,10.0,RUE ARMAND MOISANT,75015.0,20.0,1.0,2.317119,48.842383
2022-1393728,1080000.0,71.0,AV PAUL DOUMER,75016.0,50.0,2.0,2.278624,48.859506
2022-1393731,1372950.0,152.0,RUE LEON MAURICE NORDMANN,75013.0,40.0,2.0,2.342248,48.833653
2022-1393733,890000.0,46.0,RUE ROUELLE,75015.0,78.0,3.0,2.289274,48.849376
2022-1393736,310000.0,33.0,RUE VIALA,75015.0,30.0,2.0,2.289151,48.849921
2022-1393737,270000.0,171.0,RUE DE CHARENTON,75012.0,30.0,2.0,2.384832,48.843962
2022-1393739,50000.0,18.0,RUE DES FOSSES ST JACQUES,75005.0,62.0,2.0,2.344043,48.845197
2022-1393740,315000.0,5.0,RUE HIPPOLYTE MAINDRON,75014.0,30.0,2.0,2.323338,48.832894
2022-1393741,1000000.0,121.0,AV D ITALIE,75013.0,117.0,4.0,2.359413,48.821917
2022-1393743,670000.0,2.0,RUE AMELOT,75011.0,58.0,3.0,2.369536,48.855243
2022-1393744,1860000.0,42.0,RUE DE LUBECK,75016.0,140.0,4.0,2.289844,48.863978
2022-1393745,278000.0,10.0,RUE DE LA TOMBE ISSOIRE,75014.0,26.0,1.0,2.335334,48.832539
2022-1393746,417100.0,92.0,RUE DE PATAY,75013.0,40.0,2.0,2.37191,48.827465
2022-1393747,630000.0,47.0,RUE DU PERE CORENTIN,75014.0,73.0,3.0,2.329043,48.824599
2022-1393748,260950.0,10.0,RUE DES TROIS PORTES,75005.0,18.0,1.0,2.348716,48.851293
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,43.0,2.0,2.374919,48.871116
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,27.0,2.0,2.374919,48.871116
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,51.0,3.0,2.374919,48.871116
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,24.0,2.0,2.374919,48.871116
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,27.0,2.0,2.374919,48.871116
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,20.0,1.0,2.374919,48.871116
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,54.0,3.0,2.374919,48.871116
2022-1393749,1700000.0,22.0,RUE JULES VERNE,75011.0,51.0,3.0,2.374919,48.871116
2022-1393750,303000.0,28.0,RUE DU CHAROLAIS,75012.0,24.0,2.0,2.386708,48.84062
2022-1393752,550000.0,43.0,RUE D ALESIA,75014.0,50.0,3.0,2.331504,48.82762
2022-1393754,716000.0,123.0,RUE LECOURBE,75015.0,59.0,3.0,2.301689,48.842067
2022-1393755,2621100.0,6.0,RUE FREYCINET,75016.0,171.0,5.0,2.298705,48.865519
2022-1393757,2300.0,19.0,RUE DE L EURE,75014.0,27.0,2.0,2.321219,48.832729
2022-1393758,956720.0,119.0,BD DE GRENELLE,75015.0,70.0,4.0,2.299193,48.849093
2022-1393759,245000.0,17.0,AV D ITALIE,75013.0,19.0,1.0,2.357079,48.82912
2022-1393760,1330000.0,39.0,RUE DE L ARBALETE,75005.0,94.0,4.0,2.347145,48.839106
2022-1393761,2200000.0,54.0,AV DE LA MOTTE PICQUET,75015.0,43.0,2.0,2.299002,48.850386
2022-1393761,2200000.0,54.0,AV DE LA MOTTE PICQUET,75015.0,45.0,2.0,2.299002,48.850386
2022-1393761,2200000.0,54.0,AV DE LA MOTTE PICQUET,75015.0,36.0,2.0,2.299002,48.850386
2022-1393761,2200000.0,54.0,AV DE LA MOTTE PICQUET,75015.0,66.0,2.0,2.299002,48.850386
2022-1393761,2200000.0,54.0,AV DE LA MOTTE PICQUET,75015.0,42.0,2.0,2.299002,48.850386
2022-1393762,293800.0,60.0,RUE VASCO DE GAMA,75015.0,26.0,1.0,2.284325,48.835939
2022-1393763,331550.0,36.0,RUE DES PEUPLIERS,75013.0,38.0,3.0,2.352568,48.822407
2022-1393764,285000.0,113.0,RUE DU CHEMIN VERT,75011.0,25.0,1.0,2.382024,48.861621
2022-1393765,350000.0,225.0,RUE DE TOLBIAC,75013.0,38.0,2.0,2.345581,48.825706
2022-1393766,390700.0,92.0,RUE DE CHARONNE,75011.0,39.0,2.0,2.381972,48.853751
2022-1393768,525000.0,40.0,AV D ITALIE,75013.0,69.0,3.0,2.354633,48.829151
2022-1393769,471500.0,11.0,RUE DES FOSSES ST MARCEL,75005.0,35.0,2.0,2.356277,48.838939
2022-1393770,400000.0,30.0,RUE GANDON,75013.0,62.0,4.0,2.360998,48.820525
2022-1393771,1280000.0,24.0,RUE DU CHAMP DE MARS,75007.0,80.0,4.0,2.303727,48.856264
2022-1393772,588500.0,273.0,RUE DE VAUGIRARD,75015.0,51.0,2.0,2.302371,48.83935
2022-1393773,175000.0,33.0,AV RAYMOND POINCARE,75016.0,12.0,1.0,2.285892,48.865597
2022-1393774,979000.0,4.0,RUE NEUVE POPINCOURT,75011.0,60.0,3.0,2.373731,48.86447
2022-1393774,979000.0,4.0,RUE NEUVE POPINCOURT,75011.0,22.0,1.0,2.373731,48.86447
2022-1393776,290000.0,96.0,RUE BOBILLOT,75013.0,34.0,2.0,2.347395,48.823494
2022-1393777,348000.0,96.0,RUE BOBILLOT,75013.0,41.0,2.0,2.347395,48.823494
2022-1393779,440500.0,97.0,AV DU GENERAL LECLERC,75014.0,49.0,2.0,2.326872,48.825933
2022-1393780,480000.0,37.0,RUE VIALA,75015.0,40.0,3.0,2.288849,48.849915
2022-1393781,875000.0,189.0,BD VOLTAIRE,75011.0,82.0,4.0,2.38778,48.85359
2022-1393782,395370.0,14.0,RUE DU MOULIN DES PRES,75013.0,33.0,2.0,2.352405,48.829154
2022-1393783,407000.0,16.0,RUE DE L EGLISE,75015.0,43.0,2.0,2.285615,48.844945
2022-1393784,150000.0,7.0,IMP DES TROIS SOEURS,75011.0,23.0,1.0,2.377416,48.858818
2022-1393785,305000.0,93.0,RUE DE LA FAISANDERIE,75016.0,27.0,1.0,2.275022,48.866691
2022-1393786,605000.0,93.0,RUE MONGE,75005.0,51.0,2.0,2.352439,48.841463
2022-1393787,607005.0,17.0,RUE DUPLEIX,75015.0,40.0,3.0,2.297721,48.851562
2022-1393788,169000.0,8.0,PAS TENAILLE,75014.0,15.0,1.0,2.325309,48.833565
2022-1393789,500000.0,7.0,RUE DE LA GRANDE CHAUMIERE,75006.0,37.0,2.0,2.331109,48.842168
2022-1393790,278000.0,13.0,RUE BOULARD,75014.0,20.0,1.0,2.329502,48.83423
