id_mutation,type_local,valeur_fonciere,adresse_numero,adresse_nom_voie,code_postal,surface_reelle_bati,nombre_pieces_principales,longitude,latitude
2022-1393224,Appartement,498000.0,240.0,RUE SAINT JACQUES,75005.0,38.0,2.0,2.341505,48.844281
2022-1393228,Appartement,1374400.0,8.0,RUE DUPLEIX,75015.0,129.0,5.0,2.29821,48.852098
2022-1393231,Appartement,285000.0,33.0,RUE CHEVERT,75007.0,19.0,1.0,2.307567,48.854328
2022-1393233,Appartement,2550000.0,59.0,BD SAINT MICHEL,75005.0,148.0,5.0,2.341484,48.847711
2022-1393241,Appartement,134000.0,102.0,RUE CAMBRONNE,75015.0,10.0,1.0,2.303481,48.841023
2022-1393246,Appartement,582300.0,147.0,RUE DU CHEMIN VERT,75011.0,46.0,1.0,2.386014,48.86272
2022-1393248,Appartement,299000.0,25.0,AV PIERRE 1ER SERBIE,75016.0,20.0,1.0,2.297539,48.866982
2022-1393255,Appartement,487150.0,49.0,BD DIDEROT,75012.0,34.0,2.0,2.381068,48.847096
2022-1393257,Appartement,609500.0,8.0,BD DU TEMPLE,75011.0,60.0,3.0,2.366654,48.86401
2022-1393259,Appartement,411729.0,44.0,RUE DU COMMERCE,75015.0,35.0,2.0,2.295284,48.846812
2022-1393260,Appartement,267000.0,51.0,RUE DE LA GLACIERE,75013.0,25.0,1.0,2.344941,48.83239
2022-1393262,Appartement,174000.0,106.0,RUE DU THEATRE,75015.0,9.0,1.0,2.294353,48.846139
2022-1393265,Appartement,412500.0,47.0,RUE DESCARTES,75005.0,33.0,2.0,2.349467,48.845423
2022-1393268,Appartement,260000.0,8.0,RUE DES MARINIERS,75014.0,25.0,1.0,2.311038,48.827433
2022-1393269,Appartement,678750.0,1.0,VLA ROBERT LINDET,75015.0,67.0,3.0,2.297052,48.833845
2022-1393271,Appartement,205608.0,14.0,RUE DU CHAMP DE MARS,75007.0,24.0,1.0,2.305339,48.856485
2022-1393272,Appartement,275000.0,13.0,RUE BOIS LE VENT,75016.0,21.0,1.0,2.275957,48.857464
2022-1393275,Appartement,187000.0,4.0,BD GARIBALDI,75015.0,14.0,1.0,2.302228,48.847338
2022-1393277,Appartement,410000.0,19.0,AV PAUL DOUMER,75016.0,31.0,1.0,2.284183,48.860985
2022-1393279,Appartement,321000.0,15.0,RUE DE LILLE,75007.0,40.0,2.0,2.330987,48.857928
2022-1393283,Appartement,285000.0,9.0,RUE BERNARD PALISSY,75006.0,25.0,1.0,2.33182,48.852973
2022-1393288,Appartement,780000.0,68.0,RUE AMELOT,75011.0,66.0,2.0,2.369002,48.860515
2022-1393293,Appartement,155000.0,22.0,RUE DE LA MONTGN STE GENEVIEVE,75005.0,11.0,1.0,2.348327,48.848408
2022-1393296,Appartement,110000.0,13.0,RUE BEATRIX DUSSANE,75015.0,9.0,1.0,2.291314,48.849972
2022-1393303,Appartement,335000.0,32.0,RUE DU THEATRE,75015.0,30.0,2.0,2.286406,48.84935
2022-1393305,Appartement,767260.0,106.0,RUE DE SEVRES,75015.0,76.0,3.0,2.312614,48.845951
2022-1393314,Appartement,150000.0,4.0,RUE DE VAUCOULEURS,75011.0,13.0,1.0,2.378221,48.86841
2022-1393316,Appartement,890000.0,18.0,RUE LE SUEUR,75016.0,76.0,3.0,2.287632,48.87501
2022-1393323,Appartement,285000.0,105.0,RUE DE LA CONVENTION,75015.0,27.0,1.0,2.28799,48.841567
2022-1393325,Appartement,360000.0,16.0,RUE DU GRAND PRIEURE,75011.0,33.0,3.0,2.368772,48.865838
2022-1393329,Appartement,358640.0,3.0,RUE DE VAUCOULEURS,75011.0,35.0,3.0,2.37777,48.868527
2022-1393332,Appartement,613978.25,25.0,RUE DE LILLE,75007.0,26.0,2.0,2.32983,48.858126
2022-1393336,Appartement,235000.0,13.0,RUE DES FOSSES ST MARCEL,75005.0,20.0,1.0,2.356329,48.838856
2022-1393337,Appartement,1800000.0,20.0,RUE DU CHERCHE-MIDI,75006.0,87.0,4.0,2.327984,48.850871
2022-1393340,Appartement,255000.0,276.0,AV DAUMESNIL,75012.0,21.0,2.0,2.405293,48.835614
2022-1393347,Maison,919042.0,20.0,RUE LE MAROIS,75016.0,60.0,2.0,2.25986,48.838209
2022-1393353,Appartement,290000.0,10.0,RUE DU BOUQUET DE LONGCHAMP,75016.0,28.0,1.0,2.290746,48.865432
2022-1393364,Appartement,428000.0,15.0,RUE DES LYONNAIS,75005.0,40.0,2.0,2.346121,48.838419
2022-1393366,Appartement,290000.0,33.0,RUE DES TROIS BORNES,75011.0,28.0,1.0,2.373739,48.867347
2022-1393376,Appartement,120000.0,19.0,RUE DE CIVRY,75016.0,11.0,1.0,2.257953,48.842874
2022-1393385,Appartement,272000.0,31.0,AV REILLE,75014.0,28.0,2.0,2.335313,48.823892
2022-1393386,Appartement,335000.0,43.0,RUE DESCARTES,75005.0,40.0,2.0,2.349268,48.845345
2022-1393392,Appartement,150000.0,11.0,RUE DES BAUCHES,75016.0,12.0,1.0,2.273895,48.855673
2022-1393396,Appartement,279850.0,33.0,RUE DU COMMANDT RENE MOUCHOTTE,75014.0,22.0,1.0,2.319718,48.837649
2022-1393406,Appartement,690000.0,6.0,RUE DE VERNEUIL,75007.0,30.0,2.0,2.331662,48.857404
2022-1393408,Appartement,252435.0,15.0,RUE DU POT DE FER,75005.0,22.0,1.0,2.347924,48.842661
2022-1393410,Appartement,290566.0,78.0,RUE DE LA CROIX NIVERT,75015.0,35.0,1.0,2.296226,48.84448
2022-1393419,Appartement,214000.0,20.0,AV D IVRY,75013.0,24.0,1.0,2.367141,48.823249
2022-1393423,Appartement,445300.0,100.0,RUE DU THEATRE,75015.0,43.0,2.0,2.293762,48.846308
2022-1393424,Appartement,279600.0,5.0,RUE DE MUSSET,75016.0,20.0,1.0,2.264982,48.841559
2022-1393431,Appartement,250000.0,3.0,RUE BLAINVILLE,75005.0,20.0,1.0,2.349053,48.844417
2022-1393434,Appartement,237000.0,9.0,RUE DU BANQUIER,75013.0,19.0,2.0,2.357465,48.835816
2022-1393435,Appartement,3200000.0,33.0,RUE DAVIOUD,75016.0,137.0,6.0,2.270856,48.854725
2022-1393446,Appartement,205000.0,352.0,RUE DE VAUGIRARD,75015.0,16.0,1.0,2.293908,48.836234
2022-1393462,Appartement,180000.0,7.0,RUE CHALIGNY,75012.0,15.0,1.0,2.383204,48.845638
2022-1393465,Appartement,205000.0,7.0,RUE NARCISSE DIAZ,75016.0,23.0,1.0,2.271363,48.846267
2022-1393467,Appartement,171420.0,366.0,RUE DE VAUGIRARD,75015.0,14.0,1.0,2.291086,48.834868
2022-1393474,Appartement,141000.0,67.0,RUE BRANCION,75015.0,12.0,1.0,2.303568,48.83241
2022-1393475,Appartement,288000.0,11.0,RUE DE NESLE,75006.0,32.0,2.0,2.338683,48.855229
2022-1393479,Appartement,501000.0,30.0,RUE DU DRAGON,75006.0,55.0,2.0,2.330253,48.853087
2022-1393482,Appartement,138500.0,17.0,RUE CELS,75014.0,14.0,1.0,2.323934,48.836563
2022-1393490,Appartement,265000.0,5.0,IMP DES PRETRES,75016.0,27.0,1.0,2.283696,48.864574
2022-1393491,Appartement,385000.0,10.0,RUE DES BOULANGERS,75005.0,36.0,1.0,2.353699,48.845867
2022-1393492,Appartement,165000.0,100.0,RUE DU CHERCHE-MIDI,75006.0,13.0,1.0,2.321763,48.847332
2022-1393504,Appartement,255000.0,20.0,RUE LOUIS BONNET,75011.0,34.0,2.0,2.376975,48.871617
2022-1393507,Appartement,705600.0,8.0,RUE DE LA CHAISE,75007.0,41.0,5.0,2.327044,48.853635
2022-1393514,Appartement,142000.0,6.0,RUE ALFRED DEHODENCQ,75016.0,12.0,1.0,2.271469,48.861306
2022-1393515,Appartement,205000.0,26.0,RUE VASCO DE GAMA,75015.0,20.0,1.0,2.281445,48.836861
2022-1393516,Appartement,187300.0,10.0,RUE BORROMEE,75015.0,14.0,2.0,2.304682,48.841513
2022-1393518,Appartement,251000.0,39.0,RUE DE PLAISANCE,75014.0,23.0,2.0,2.318484,48.833102
2022-1393519,Appartement,281305.0,106.0,RUE DU THEATRE,75015.0,25.0,2.0,2.294353,48.846139
2022-1393525,Appartement,243400.0,17.0,RUE JOUVENET,75016.0,24.0,1.0,2.265446,48.842251
2022-1393531,Appartement,376350.0,4.0,VLA DE LA CROIX NIVERT,75015.0,33.0,2.0,2.299298,48.846104
2022-1393540,Appartement,1000000.0,4.0,RUE LACEPEDE,75005.0,69.0,3.0,2.354444,48.843893
2022-1393541,Appartement,150000.0,12.0,RUE POPINCOURT,75011.0,14.0,1.0,2.378086,48.857635
2022-1393543,Appartement,190000.0,92.0,RUE DE LA PROCESSION,75015.0,22.0,1.0,2.311395,48.835449
2022-1393547,Appartement,305000.0,14.0,RUE DE REIMS,75013.0,21.0,1.0,2.370821,48.828364
2022-1393551,Appartement,330000.0,55.0,RUE BONAPARTE,75006.0,18.0,1.0,2.333261,48.852168
2022-1393553,Appartement,233500.0,140.0,RUE LECOURBE,75015.0,13.0,1.0,2.300277,48.842124
2022-1393567,Appartement,284000.0,18.0,RUE MORET,75011.0,33.0,2.0,2.379576,48.867264
2022-1393568,Appartement,797080.0,42.0,RUE DE DANTZIG,75015.0,74.0,3.0,2.297768,48.833197
2022-1393585,Appartement,99950.0,6.0,RUE JULES VALLES,75011.0,9.0,1.0,2.385537,48.853105
2022-1393588,Appartement,1450000.0,1.0,RUE HUYSMANS,75006.0,87.0,4.0,2.329947,48.846071
2022-1393595,Appartement,361000.0,25.0,RUE ERARD,75012.0,40.0,2.0,2.386138,48.846672
2022-1393599,Appartement,798000.0,24.0,BD SAINT JACQUES,75014.0,81.0,4.0,2.339911,48.832935
2022-1393602,Appartement,127500.0,2.0,VLA ROBERT LINDET,75015.0,15.0,1.0,2.296616,48.834003
2022-1393608,Appartement,215000.0,86.0,BD EXELMANS,75016.0,24.0,1.0,2.260025,48.843672
2022-1393610,Appartement,292305.0,6.0,RUE SCIPION,75005.0,22.0,1.0,2.354114,48.838378
2022-1393621,Appartement,1210000.0,8.0,BD VOLTAIRE,75011.0,90.0,5.0,2.366363,48.86571
2022-1393624,Appartement,390000.0,39.0,RUE OCTAVE FEUILLET,75016.0,30.0,3.0,2.269752,48.862746
2022-1393631,Appartement,413000.0,50.0,RUE VANEAU,75007.0,26.0,2.0,2.318752,48.851035
2022-1393633,Appartement,93000.0,4.0,RUE SAINT YVES,75014.0,10.0,1.0,2.334216,48.825841
2022-1393634,Appartement,935000.0,77.0,AV PARMENTIER,75011.0,74.0,3.0,2.374474,48.864618
2022-1393641,Appartement,964600.0,43.0,AV DE LA REPUBLIQUE,75011.0,89.0,5.0,2.375071,48.865485
2022-1393645,Appartement,1250000.0,177.0,RUE DU FBG ST ANTOINE,75011.0,73.0,1.0,2.380956,48.850652
2022-1393646,Appartement,315000.0,60.0,RUE EMERIAU,75015.0,35.0,1.0,2.284506,48.848477
2022-1393647,Appartement,325000.0,39.0,AV DUQUESNE,75007.0,35.0,2.0,2.311083,48.851413
2022-1393657,Appartement,936600.0,1.0,RUE DES VOLONTAIRES,75015.0,68.0,4.0,2.30665,48.843603
2022-1393664,Appartement,235000.0,18.0,BD VINCENT AURIOL,75013.0,22.0,1.0,2.371922,48.837029
2022-1393665,Appartement,250000.0,3.0,RUE DES EAUX,75016.0,32.0,1.0,2.285431,48.856678
2022-1393671,Appartement,225000.0,361.0,RUE DE VAUGIRARD,75015.0,22.0,2.0,2.295445,48.836539
2022-1393674,Appartement,643200.0,37.0,BD DE GRENELLE,75015.0,59.0,3.0,2.291649,48.852132
2022-1393682,Appartement,250000.0,9.0,PAS ALEXANDRINE,75011.0,29.0,2.0,2.386961,48.855983
2022-1393689,Appartement,835000.0,89.0,BD AUGUSTE BLANQUI,75013.0,90.0,3.0,2.346278,48.829715
2022-1393691,Appartement,190000.0,17.0,RUE BELLIER DEDOUVRE,75013.0,19.0,1.0,2.350417,48.825098
2022-1393697,Appartement,790000.0,4.0,RUE LAPLACE,75005.0,45.0,2.0,2.34799,48.847303
2022-1393699,Appartement,549884.0,24.0,RUE TOURNEFORT,75005.0,45.0,2.0,2.347855,48.842494
2022-1393709,Appartement,407890.0,74.0,RUE DE SEVRES,75007.0,29.0,1.0,2.318275,48.848124
2022-1393722,Appartement,445000.0,5.0,RUE DES FOSSES ST JACQUES,75005.0,40.0,2.0,2.343694,48.84603
2022-1393724,Appartement,190000.0,19.0,RUE DES TROIS BORNES,75011.0,17.0,1.0,2.372489,48.866891
2022-1393725,Appartement,247000.0,10.0,RUE ARMAND MOISANT,75015.0,20.0,1.0,2.317119,48.842383
2022-1393731,Appartement,1372950.0,152.0,RUE LEON MAURICE NORDMANN,75013.0,40.0,2.0,2.342248,48.833653
2022-1393737,Appartement,270000.0,171.0,RUE DE CHARENTON,75012.0,30.0,2.0,2.384832,48.843962
2022-1393746,Appartement,417100.0,92.0,RUE DE PATAY,75013.0,40.0,2.0,2.37191,48.827465
2022-1393748,Appartement,260950.0,10.0,RUE DES TROIS PORTES,75005.0,18.0,1.0,2.348716,48.851293
2022-1393754,Appartement,716000.0,123.0,RUE LECOURBE,75015.0,59.0,3.0,2.301689,48.842067
2022-1393759,Appartement,245000.0,17.0,AV D ITALIE,75013.0,19.0,1.0,2.357079,48.82912
2022-1393772,Appartement,588500.0,273.0,RUE DE VAUGIRARD,75015.0,51.0,2.0,2.302371,48.83935
2022-1393773,Appartement,175000.0,33.0,AV RAYMOND POINCARE,75016.0,12.0,1.0,2.285892,48.865597
2022-1393785,Appartement,305000.0,93.0,RUE DE LA FAISANDERIE,75016.0,27.0,1.0,2.275022,48.866691
2022-1393787,Appartement,607005.0,17.0,RUE DUPLEIX,75015.0,40.0,3.0,2.297721,48.851562
2022-1393792,Appartement,225000.0,10.0,RUE DE VAUCOULEURS,75011.0,27.0,2.0,2.378044,48.868874
2022-1393803,Appartement,434000.0,53.0,RUE BASFROI,75011.0,50.0,3.0,2.377812,48.856535
2022-1393805,Appartement,410000.0,12.0,RUE DES URSULINES,75005.0,39.0,2.0,2.341887,48.84277
2022-1393815,Appartement,118750.0,5.0,RUE DE L ABBE GROULT,75015.0,12.0,1.0,2.293866,48.843116
2022-1393821,Appartement,350000.0,9.0,PAS DU GENIE,75012.0,35.0,2.0,2.389575,48.848357
2022-1393827,Appartement,168500.0,10.0,RUE FIRMIN GILLOT,75015.0,17.0,1.0,2.290412,48.832333
2022-1393830,Appartement,405000.0,73.0,RUE DES MORILLONS,75015.0,45.0,3.0,2.302725,48.832372
2022-1393831,Appartement,300000.0,53.0,RUE BASFROI,75011.0,24.0,2.0,2.377812,48.856535
2022-1393839,Appartement,328000.0,14.0,RUE DE CADIX,75015.0,37.0,2.0,2.289573,48.833768
2022-1393841,Appartement,535000.0,110.0,RUE MICHEL ANGE,75016.0,64.0,3.0,2.257546,48.840158
2022-1393842,Appartement,345000.0,24.0,BD MASSENA,75013.0,37.0,2.0,2.373918,48.823389
2022-1393860,Appartement,491500.0,282.0,BD VOLTAIRE,75011.0,41.0,2.0,2.39334,48.849403
2022-1393861,Appartement,755550.0,9.0,RUE FAUSTIN HELIE,75016.0,54.0,2.0,2.275759,48.859378
2022-1393862,Appartement,561050.0,7.0,RUE GUSTAVE COURBET,75016.0,48.0,2.0,2.281224,48.8665
2022-1393865,Appartement,605500.0,60.0,RUE DE FECAMP,75012.0,64.0,3.0,2.401693,48.836503
2022-1393870,Appartement,660000.0,71.0,RUE DU THEATRE,75015.0,58.0,3.0,2.291495,48.847894
2022-1393871,Appartement,124500.0,188.0,RUE DE LA CONVENTION,75015.0,11.0,1.0,2.295207,48.837546
2022-1393875,Appartement,135000.0,28.0,RUE LACRETELLE,75015.0,12.0,1.0,2.29193,48.83271
2022-1393877,Appartement,320000.0,36.0,RUE DU THEATRE,75015.0,20.0,2.0,2.286663,48.849226
2022-1393878,Appartement,288750.0,16.0,RUE AGAR,75016.0,25.0,1.0,2.273974,48.850998
2022-1393886,Appartement,147500.0,85.0,AV DU MAINE,75014.0,15.0,1.0,2.323195,48.838023
2022-1393888,Appartement,265100.0,7.0,RUE ROYER-COLLARD,75005.0,16.0,1.0,2.341927,48.845384
2022-1393893,Appartement,350000.0,25.0,AV PIERRE 1ER SERBIE,75016.0,35.0,1.0,2.297539,48.866982
2022-1393897,Appartement,400000.0,11.0,RUE VISCONTI,75006.0,22.0,2.0,2.335961,48.855622
2022-1393898,Appartement,333714.0,23.0,RUE ROUSSELET,75007.0,42.0,1.0,2.318717,48.848869
2022-1393901,Appartement,110000.0,54.0,RUE DE PLAISANCE,75014.0,11.0,1.0,2.318097,48.833544
2022-1393908,Appartement,169811.0,10.0,RUE AMELIE,75007.0,20.0,1.0,2.307208,48.858964
2022-1393911,Appartement,460000.0,50.0,RUE DU RENDEZ VOUS,75012.0,55.0,2.0,2.402067,48.84638
2022-1393915,Appartement,113000.0,6.0,RUE D AUSTERLITZ,75012.0,10.0,1.0,2.370354,48.846701
2022-1393920,Appartement,198000.0,32.0,RUE CLAUDE LORRAIN,75016.0,17.0,1.0,2.260114,48.841859
2022-1393928,Appartement,256000.0,85.0,RUE PASCAL,75013.0,25.0,2.0,2.347585,48.833413
2022-1393930,Appartement,2083700.0,27.0,AV DE LAMBALLE,75016.0,160.0,6.0,2.279184,48.854192
2022-1393945,Appartement,990000.0,15.0,RUE PECLET,75015.0,115.0,4.0,2.299095,48.842705
2022-1393946,Appartement,286000.0,77.0,RUE BRANCION,75015.0,30.0,1.0,2.303002,48.831677
2022-1393949,Appartement,2017500.0,10.0,RUE LEONARD DE VINCI,75016.0,171.0,4.0,2.286131,48.871301
2022-1393951,Appartement,19000000.0,11.0,RUE BENOUVILLE,75016.0,46.0,1.0,2.277072,48.86899
2022-1393958,Appartement,135000.0,35.0,BD DE REUILLY,75012.0,13.0,1.0,2.392873,48.839647
2022-1393959,Appartement,385000.0,28.0,RUE DE LA REINE BLANCHE,75013.0,38.0,2.0,2.35297,48.836271
2022-1393970,Appartement,975000.0,5.0,RUE DE DOMREMY,75013.0,88.0,4.0,2.374183,48.830611
2022-1393976,Appartement,1216500.0,83.0,RUE DE CHARENTON,75012.0,100.0,4.0,2.374837,48.849683
2022-1393978,Appartement,200000.0,56.0,RUE DOCTEUR BLANCHE,75016.0,23.0,1.0,2.264148,48.852462
2022-1393979,Appartement,312000.0,20.0,RUE DE LA VEGA,75012.0,37.0,1.0,2.405661,48.837774
2022-1393984,Appartement,385000.0,18.0,RUE BASFROI,75011.0,32.0,2.0,2.38012,48.854822
2022-1393992,Appartement,250000.0,126.0,RUE SAINT MAUR,75011.0,25.0,1.0,2.376312,48.867892
2022-1393995,Appartement,455000.0,59.0,AV DES GOBELINS,75013.0,35.0,1.0,2.354498,48.834283
2022-1393997,Appartement,379000.0,58.0,RUE PERGOLESE,75016.0,36.0,2.0,2.281327,48.873644
2022-1394002,Appartement,295000.0,9.0,RUE DE VALENCE,75005.0,20.0,1.0,2.349713,48.837577
2022-1394004,Appartement,105000.0,54.0,RUE MERLIN,75011.0,12.0,1.0,2.384933,48.861827
2022-1394008,Appartement,345000.0,93.0,RUE DE LA FAISANDERIE,75016.0,28.0,1.0,2.275022,48.866691
2022-1394009,Appartement,467000.0,10.0,RUE DES TROIS PORTES,75005.0,43.0,2.0,2.348716,48.851293
2022-1394012,Appartement,600000.0,14.0,RUE VERGNIAUD,75013.0,60.0,3.0,2.345549,48.829207
2022-1394018,Appartement,384692.0,113.0,BD DE L HOPITAL,75013.0,30.0,2.0,2.359438,48.836129
2022-1394024,Appartement,480000.0,177.0,RUE DU FBG ST ANTOINE,75011.0,48.0,2.0,2.380956,48.850652
2022-1394026,Appartement,330000.0,5.0,RUE PIERRE GUERIN,75016.0,30.0,1.0,2.26614,48.847994
2022-1394027,Appartement,600000.0,38.0,RUE MONTGALLET,75012.0,40.0,3.0,2.38898,48.843891
2022-1394033,Appartement,111420.0,77.0,RUE DE LOURMEL,75015.0,11.0,1.0,2.288512,48.844933
2022-1394036,Appartement,161905.0,2.0,RUE PASCAL,75005.0,12.0,1.0,2.349722,48.839054
2022-1394043,Appartement,185000.0,10.0,RUE DU DAHOMEY,75011.0,15.0,1.0,2.383139,48.850971
2022-1394044,Appartement,85000.0,8.0,SQ DESNOUETTES,75015.0,9.0,1.0,2.283891,48.83499
2022-1394045,Appartement,564910.0,96.0,BD DE PICPUS,75012.0,55.0,3.0,2.400369,48.846736
2022-1394047,Appartement,541000.0,3.0,RUE DU DAHOMEY,75011.0,49.0,2.0,2.382578,48.851489
2022-1394048,Appartement,470000.0,69.0,RUE VASCO DE GAMA,75015.0,40.0,2.0,2.285236,48.835662
2022-1394049,Appartement,294000.0,24.0,RUE DU FAUBOURG DU TEMPLE,75011.0,36.0,2.0,2.366715,48.868205
2022-1394055,Appartement,180000.0,31.0,RUE DE L ABBE GROULT,75015.0,17.0,1.0,2.295194,48.841526
2022-1394065,Appartement,167000.0,13.0,RUE DU PETIT PONT,75005.0,14.0,1.0,2.346625,48.85238
2022-1394069,Appartement,490000.0,10.0,RUE ARMAND MOISANT,75015.0,43.0,2.0,2.317119,48.842383
2022-1394079,Appartement,195000.0,23.0,RUE DU DESSOUS DES BERGES,75013.0,19.0,1.0,2.374251,48.825048
2022-1394080,Appartement,289000.0,79.0,RUE DE CHARONNE,75011.0,20.0,1.0,2.381623,48.854086
2022-1394083,Appartement,188000.0,39.0,RUE PERNETY,75014.0,18.0,1.0,2.318823,48.833308
2022-1394098,Appartement,579010.0,150.0,AV EMILE ZOLA,75015.0,44.0,2.0,2.294812,48.846661
2022-1394102,Appartement,136000.0,135.0,RUE FALGUIERE,75015.0,13.0,1.0,2.31066,48.836788
2022-1394103,Appartement,610000.0,288.0,RUE DE VAUGIRARD,75015.0,59.0,3.0,2.298443,48.838728
2022-1394104,Appartement,510000.0,90.0,RUE RAYNOUARD,75016.0,45.0,2.0,2.27654,48.853525
2022-1394114,Appartement,1095000.0,10.0,RUE BERTHOLLET,75005.0,87.0,4.0,2.3457,48.839557
2022-1394119,Appartement,200000.0,77.0,RUE BOILEAU,75016.0,23.0,2.0,2.262731,48.8411
2022-1394143,Appartement,878500.0,4.0,RUE DE CASABLANCA,75015.0,92.0,4.0,2.289143,48.839005
2022-1394145,Appartement,203400.0,7.0,RUE DE MALTE,75011.0,15.0,1.0,2.368582,48.863607
2022-1394156,Appartement,360000.0,2.0,RUE DU SABOT,75006.0,28.0,1.0,2.331225,48.852946
2022-1394161,Appartement,416000.0,37.0,RUE DE LA TOMBE ISSOIRE,75014.0,35.0,2.0,2.335256,48.831082
2022-1394163,Appartement,165000.0,53.0,RUE PERGOLESE,75016.0,11.0,1.0,2.28197,48.873513
2022-1394165,Appartement,86000.0,32.0,RUE COPERNIC,75016.0,9.0,1.0,2.288187,48.869529
2022-1394168,Appartement,307720.0,18.0,RUE AUGUSTE CHABRIERES,75015.0,30.0,1.0,2.288954,48.834909
2022-1394169,Appartement,80000.0,78.0,AV DE VERSAILLES,75016.0,8.0,1.0,2.271839,48.8461
2022-1394171,Appartement,200000.0,14.0,RUE OUDRY,75013.0,15.0,1.0,2.355854,48.837147
2022-1394174,Appartement,210000.0,15.0,RUE DE LA VISTULE,75013.0,23.0,1.0,2.360441,48.822906
2022-1394180,Appartement,198000.0,39.0,AV DE LA MOTTE PICQUET,75007.0,15.0,1.0,2.306551,48.854582
2022-1394189,Appartement,235000.0,105.0,RUE DE LA CONVENTION,75015.0,27.0,1.0,2.28799,48.841567
2022-1394190,Appartement,160000.0,16.0,RUE VANDREZANNE,75013.0,16.0,1.0,2.354633,48.829151
2022-1394195,Appartement,350000.0,22.0,RUE DE LUBECK,75016.0,24.0,2.0,2.291852,48.865585
2022-1394206,Appartement,400000.0,47.0,RUE DU FBG ST ANTOINE,75011.0,35.0,2.0,2.372822,48.852529
2022-1394210,Appartement,327200.0,18.0,RUE LAURISTON,75016.0,31.0,2.0,2.291985,48.871725
2022-1394213,Appartement,219000.0,20.0,RUE DES VOLONTAIRES,75015.0,20.0,1.0,2.307094,48.842125
2022-1394221,Appartement,380000.0,21.0,RUE KELLER,75011.0,34.0,2.0,2.375433,48.85493
2022-1394230,Appartement,184200.0,17.0,AV STEPHEN PICHON,75013.0,23.0,2.0,2.359447,48.832974
2022-1394232,Appartement,151500.0,107.0,RUE DE CHARONNE,75011.0,13.0,1.0,2.38464,48.854721
2022-1394238,Appartement,471000.0,112.0,RUE DU THEATRE,75015.0,35.0,2.0,2.294684,48.846124
2022-1394242,Appartement,385000.0,10.0,RUE DESCARTES,75005.0,31.0,1.0,2.348648,48.847073
2022-1394255,Appartement,452470.0,80.0,BD JOURDAN,75014.0,40.0,2.0,2.328991,48.823412
2022-1394266,Appartement,770470.0,6.0,RUE ALBERT SOREL,75014.0,86.0,4.0,2.321904,48.823612
2022-1394268,Appartement,200000.0,9.0,RUE DES BERGERS,75015.0,17.0,1.0,2.282837,48.844495
2022-1394276,Appartement,584389.0,57.0,AV DU MAINE,75014.0,49.0,2.0,2.322784,48.83977
2022-1394278,Appartement,338437.0,1.0,RUE LEON DELAGRANGE,75015.0,40.0,2.0,2.285358,48.834171
2022-1394279,Appartement,756100.0,116.0,RUE BLOMET,75015.0,63.0,3.0,2.298308,48.840415
2022-1394284,Appartement,343500.0,3.0,RUE TALMA,75016.0,25.0,1.0,2.276736,48.857272
2022-1394294,Appartement,1461683.0,204.0,BD VOLTAIRE,75011.0,102.0,4.0,2.386551,48.853438
2022-1394300,Appartement,307000.0,97.0,RUE DE MONTREUIL,75011.0,31.0,1.0,2.393461,48.850929
2022-1394306,Appartement,275000.0,36.0,RUE DU THEATRE,75015.0,26.0,2.0,2.286663,48.849226
2022-1394318,Appartement,482630.0,14.0,RUE DE VICHY,75015.0,47.0,2.0,2.294315,48.833839
2022-1394322,Appartement,639000.0,1.0,AV DU GAL BALFOURIER,75016.0,60.0,3.0,2.259506,48.844886
2022-1394323,Appartement,187120.0,115.0,AV PHILIPPE AUGUSTE,75011.0,13.0,1.0,2.390041,48.857007
2022-1394326,Appartement,787000.0,8.0,RUE POPINCOURT,75011.0,89.0,3.0,2.377987,48.857345
2022-1394330,Appartement,394000.0,18.0,RUE DE LA VACQUERIE,75011.0,43.0,2.0,2.385073,48.858495
2022-1394333,Appartement,360000.0,82.0,CRS DE VINCENNES,75012.0,50.0,2.0,2.406424,48.84692
2022-1394338,Appartement,325000.0,25.0,RUE MONGE,75005.0,25.0,1.0,2.351284,48.847346
2022-1394340,Appartement,213000.0,15.0,RUE DES BOULETS,75011.0,25.0,1.0,2.39067,48.849973
2022-1394345,Appartement,160000.0,5.0,RUE DU SOMMERARD,75005.0,14.0,1.0,2.34727,48.849649
2022-1394346,Appartement,150000.0,17.0,RUE DE LA HUCHETTE,75005.0,11.0,1.0,2.345669,48.852837
2022-1394347,Appartement,1100000.0,72.0,BD EDGAR QUINET,75014.0,120.0,3.0,2.32347,48.841947
2022-1394348,Appartement,180000.0,160.0,RUE OBERKAMPF,75011.0,15.0,1.0,2.382484,48.866695
2022-1394351,Appartement,215000.0,76.0,CRS DE VINCENNES,75012.0,23.0,2.0,2.405674,48.846983
2022-1394360,Appartement,368300.0,105.0,RUE DE LOURMEL,75015.0,44.0,2.0,2.286529,48.843068
2022-1394361,Appartement,230000.0,27.0,RUE CAMPAGNE PREMIERE,75014.0,18.0,1.0,2.331891,48.839073
2022-1394365,Appartement,120000.0,69.0,RUE OBERKAMPF,75011.0,11.0,1.0,2.373402,48.865013
2022-1394371,Appartement,388200.0,21.0,AV RENE COTY,75014.0,37.0,2.0,2.334633,48.829595
2022-1394377,Appartement,472000.0,26.0,RUE DE L YVETTE,75016.0,44.0,2.0,2.266684,48.853808
